,Facebook Id,text,label
31153,105583497196,Ole has selection dilemma against LASK in Europa tie https://bit.ly/2DbyP35:=:https://www.monitor.co.ug/Sports/Soccer/Solskjaer-selection-dilemma-LASK-Europa-Premier-League/690266-5604078-15tqqr/index.html #MonitorUpdates,
31158,105583497196,Rotary Cancer Run now a virtual race https://bit.ly/3i1idd0:=:https://www.monitor.co.ug/Sports/Soccer/Rotary-Cancer-Run-virtual-race-Nsambya-Hospital-Covid19/690266-5604074-u9ed5nz/index.html #MonitorUpdates,
31169,274577061337,"DONALD J. TRUMP, SLEEPWALKING AMERICA TO UNNECESSARY DEATH.",
31174,274577061337,"#Ugandan private sector returns to growth: but #employment continues to fall-survey For the first time since February, the Purchasing Managers’ Index crossed into positive territory. Jibran Qureishi, Head of Africa Research at Stanbic Bank said, “The outlook still remains uncertain amidst the Covid-19 pandemic.”....read more... http://newz.ug/ugandan-private-sector-returns-to-growth-but-employment-continues-to-fall-survey/",
31199,129941485127407,DIGESTIVE DISORDER,
31266,1681786142107330,Lord have mercy,
31269,1681786142107330,Mujooga,
31270,274577061337,Omukiga yye takweka akubuulira kaati,
31286,169252986456497,Kato Lubwama oluvudde mu ddwaliro atuukidde mu balonzi #NTVNews,
31291,169252986456497,COVID-19: Ab’ebyobulamu balabudde ku nneeyisa ya bannabyabufuzi #NTVNews,
31294,169252986456497,Abalina ebyafaayo ku Ssaawa ya Queen boogedde ku by’okugikyusa #NTVNews,
31300,1681786142107330,..,
31310,274577061337,Buamukama or Bya shaitwani,
31337,1681786142107330,Any lesson?,
31344,274577061337,Only if you have Acoli Poetic lenses. A poem on the politics of NRM's CEC,
31362,274577061337,"Two massive explosions rock Beirut, killing and wounding dozens",
31386,274577061337,...,
31388,1486116641609917,"Wooww LOOK .. .. What? - - Look ... Look ... Oklahoma Highway Patrol Performed Pit On Pursuit Vehicle, But Watch What Happens #amazingvideos",
31397,1681786142107330,"Beirut in tears, millions dead in explosion See full video ",
31416,1681786142107330,"Watch video he full mix https://youtu.be/8JIxplY0STE Download audio mixes https://hearthis.at/dj-uzi-banx/#redirect Best Nonstop to Africa 2020 ft bongo,gengetone, hip hop,love,naija afrobeats,gospel,South African music 2020 etc 👇👇👇👇 https://drive.google.com/file/d/13CRCZIalc2aiaQt1vSKibIDcv49QoZzs/view Download this app to download audio and videos on YouTube👇👇👇👇👇👇 https://www.videoder.com I'm on Instagram as @deejayuzibanx. Install the app to follow my photos and videos. https://www.instagram.com/invites/contact/?i=3ytzfuwpvu5z&utm_content=2kaza7d",
31419,1681786142107330,https://www.facebook.com/KingOfsKitsQmok/videos/209940627076719/?app=fbl,
31420,129941485127407,You will love these kids trust me..Bobi yaliko for sure. https://www.facebook.com/groups/1433796053544772/permalink/2694269980830700/,
31425,105583497196,Equity finance: Financing option for small businesses https://bit.ly/31ljoNP:=:https://www.monitor.co.ug/Business/Prosper/Equity-finance-Financing-option-small-businesses-World-Bank/688616-5603696-tk1myiz/index.html #MonitorUpdates,
31434,169252986456497,"The Speaker of Parliament, Rebecca Kadaga has pledged to look into the concerns of artistes regarding a new list of regulations for the arts industry #NTVNews",
31449,105583497196,MTN plans to sell shares through mobile money https://bit.ly/3i5mc8h:=:https://www.monitor.co.ug/Business/Prosper/MTN-plans-sell-shares-mobile-money-regulator-government/688616-5603730-qsbh33z/index.html #MonitorUpdates,
31462,169252986456497,What part will politicians play in keeping crowds at bay to avoid spreading the infection of COVID-19 #NTVNews,
31470,274577061337,To Yoweri & Janet,
31472,105583497196,How money limits your true identity https://bit.ly/39UXtRf:=:https://www.monitor.co.ug/Business/Prosper/-money-limits-true-identity-risks-rent-job-depression-/688616-5603724-2niwhw/index.html #MonitorUpdates,
31484,274577061337,"YET ANOTHER COURT CASE AGAINST TRUMP BY NEIL YOUNG FOR PLAYING HIS MUSIC AT HIS RALLIES WITHOUT HIS PERMISSION . PARENTS OF TWO KIDS, ONE BLACK AND THE OTHER WHITE, WHO WERE CAUGHT IN A FAMOUS VIDEO RUNNING OVER TWENTY METRES TO EMBRACE EACH OTHER, WERE ALSO SO UPSET THAT TRUMP REPOSTED THE VIDEO ON SOCIAL MEDIA, SAYING WHITE PEOPLE ARE NOT RACIST. THEY ARE ALSO TAKING TRUMP TO COURT.",
31486,274577061337,https://nilepost.co.ug/2020/08/04/ugandas-simi-mobile-launches-africas-first-temperature-measuring-smartphone/,
31487,169252986456497,"State Minister for Lands Persis Namuganza has lifted the lid on the NRM’s older members saying that if they do not accept the younger blood, it could collapse the party #NTVNews",
31510,105583497196,How First Class Statistician reaps from salt packaging https://bit.ly/31nP8Su:=:https://www.monitor.co.ug/Business/Prosper/-First-Class-Statistician-salt-packaging-Covid19-Jinja-Town/688616-5603712-ace1gb/index.html #MonitorUpdates,
31520,169252986456497,The Democratic Party is set for its delegates’ conference next week as they prepare for the coming election in 2021 #NTVNews,
31526,1681786142107330,Yaya Yaya God,
31541,274577061337,WALAI WALAI FENNA👇👇💪💪,
31544,105583497196,Making money via video conferencing https://bit.ly/33we5xo:=:https://www.monitor.co.ug/Business/Prosper/Making-money-video-conferencing-Google-Meet-Zoom/688616-5603682-3twuhl/index.html #MonitorUpdates,
31548,105583497196,Artistes: Don’t be cheated https://bit.ly/3gsAeAB:=:https://www.monitor.co.ug/Business/Prosper/Artistes-cheated-Intellectual-Property-data-inventions/688616-5603688-q29c6f/index.html #MonitorUpdates,
31550,169252986456497,Uganda Peoples' Congress (UPC) has protested the use of the red colour by the newly revamped National Unity Platform (NUP) #NTVNews,
31551,129941485127407,UPC and EC which one is your color.,
31555,1681786142107330,"WHAT RUBBISH!!!! TOTAL GARBAGE!!!!! MBU Opinion Poll.... Ugandans should not pay any attention to this CRAP. These are the usual Museveni apologists, who work in cahoots with the much-hated, wasted and stale Museveni regime in the run up to every Ugandan election, in a bid to rig and falsely the election outcome. This time round, Ugandan citizens are awake and alert, and they will not accept the results of a rigged elections. Let these quack pollsters go to hell!!!!! You can fist on Museveni's stolen cash, but the People of Uganda will emerge Victor's, and they will defend that Victory in a manner never seen before in Uganda. The Struggle Continues",
31556,274577061337,"WHAT RUBBISH!!!! TOTAL GARBAGE!!!!! MBU Opinion Poll.... Ugandans should not pay any attention to this CRAP. These are the usual Museveni apologists, who work in cahoots with the much-hated, wasted and stale Museveni regime in the run up to every Ugandan election, in a bid to rig and falsely the election outcome. This time round, Ugandan citizens are awake and alert, and they will not accept the results of a rigged elections. Let these quack pollsters go to hell!!!!! You can fist on Museveni's stolen cash, but the People of Uganda will emerge Victor's, and they will defend that Victory in a manner never seen before in Uganda. The Struggle Continues",
31559,1486116641609917,Hahaha Mujooga basajja mwe 😂😂 wabula NRM 😂,
31567,1681786142107330,Hahaha Mujooga basajja mwe 😂😂 wabula NRM 😂,
31568,274577061337,When Democracy can usher in incompetent leaders.🤣🤣 https://m.facebook.com/story.php?story_fbid=10218311810447177&id=1249025241,
31577,169252986456497,Parliament has passed a bill allowing five new representatives for the elderly in the 11th parliament. The representatives must be above 60 years with at least two of them being women #NTVNews,
31579,129941485127407,😍😍😍,
31589,274577061337,Hahaha....my ribs.😂😂🙌🙌 Mbu this is why NRM Candidates campaign with crowds😂,
31599,1681786142107330,"Two massive explosions rock Beirut, killing and wounding dozens",
31629,105583497196,Lack of UHRC chair curtails justice #MonitorUpdates,
31647,1681786142107330,"Today being Nubian Li's birthday, this must have been such a cool BD 'gift' for him, considering that he is the Team Leader of the Coordinators for Arts and Entertaiment in the National Unity Platform. 💪 #PeoplePower",
31653,1681786142107330,NUP eyanjudde banakatemba nabayimbi,
31687,105583497196,New party NUP has history of FDC to learn from #MonitorUpdates,
31699,274577061337,"Deaths, injuries as large blast rocks #Lebanese capital #Beirut Dramatic footage shows smoke billowing from the port area shortly before an enormous fireball explodes into the sky and blankets the city in a thick mushroom cloud. ...read more... http://newz.ug/deaths-injuries-as-large-blast-rocks-lebanese-capital-beirut/",
31719,1486116641609917,"HOT VIDEO: Yaa Jackson Mistakenly Uploaded Her “crazy bedroom” video; From Camera Roll to Snapchat, Shows full Assert",
31724,129941485127407,Bbnaija-2020-kaisha-receives-first-strike-fined-by-biggie,
31736,1681786142107330,https://youtu.be/lkNTvvPuE7c,
31742,1681786142107330,"No transport, no registration fee. Just register, sing as you record yourself, send us your video and win 50k every Friday starting 24th August. Register now before 10th via our WhatsApp 0794111305",
31744,329423169077,"Two explosions rock Beirut, dozens wounded #VisionUpdates",
31748,169252986456497,OKULWANYISA COVID-19: Abakulira ebibiina beeyamye ku bawagizi baabwe #NTVNews,
31760,105583497196,Arrests of media people is worrying #MonitorUpdates,
31763,169252986456497,Kato Lubwama oluvudde mu ddwaliro atuukidde mu balonzi #NTVNews,
31769,274577061337,So scaring,
31770,169252986456497,Omusajja alumbye omukazi eyamulekawo n’amutema #NTVNews,
31773,169252986456497,Mu ddwaliro lye Minani beediimye lwa musaala #NTVNews,
31774,169252986456497,COVID-19: Ab’ebyobulamu balabudde ku nneeyisa ya bannabyabufuzi #NTVNews,
31777,169252986456497,AKABENJE E FORT PORTAL: Sipiika yeeyamye okulabirira abaatomeddwa #NTVNews,
31780,169252986456497,Ab’akakiiko k’ebyokulonda balabudde NUP ku langi gy’ekozesa #NTVNews,
31783,169252986456497,"ABABAKA B’ABAKADDE: Palamenti eyisizza ebbago, 2 bakazi, 3 basajja #NTVNews",
31786,169252986456497,"Sipiika asisinkanye bannakatemba, bamubuulidde ebibanyiga #NTVNews",
31790,169252986456497,Abakyala abakunukkiriza mu bina ababadde bakungaanidde ku munisipaali ye Njeru beesaze akajegere nga entabwe eva ku nsimbi za Myoga. #NTVNews,
31792,169252986456497,"Pulezidenti w’ekibiina ki Democratic Norbert Mao ategezezza nga bwebasuubira okubeera nettaba miruka w'ekibiina wiiki egya mukawefube wekwetegekera okulonda olukiiko olufuzi olwokuntiko, nokubako okusalawo okwenjawulo kwebakola ku nzirukanya y'ekibiina #NTVNews",
31796,169252986456497,Baddeereva ba mmotoka z’empaka balaze obweralikirivu olw'emmotoka z'aabwe okutandika okwonooneka olw'ebbanga lwezimaze nga zitudde olw'omuggalo. #NTVNews,
31805,169252986456497,Abalina ebyafaayo ku Ssaawa ya Queen boogedde ku by’okugikyusa #NTVNews,
31812,105583497196,Pamela Kanyarutoke Loosefelt and artist’s marriage of intellect as well as handiwork #MonitorUpdates,
31832,1681786142107330,We are Ugandans ......and at one point...we can thick at the same. Line# thanks Bebe cool Vote Bobi 2021.... Mission 2021,
31854,1681786142107330,Happy Birthday Nubian Lee,
31859,1681786142107330,LIVE | ENTEBBE EWOOMA,
31864,274577061337,https://youtu.be/Biv-KV6bndA,
31887,105583497196,Costly fish feeds sinks farmers in huge losses #MonitorUpdates,
31895,274577061337,"**""I Am The Most Expensive Female Artiste, I Don't Buy My Clothes In Uganda, Only In Dubai."" Angella Katatumba Continues To Show Off.** ",
31929,1681786142107330,Where is the 87 billion?,
31930,1486116641609917,Mission 2021 Kyagulanyi for president Akabonero umbrella ☂️☂️☂️,
31946,329423169077,DP delegates conference to take place in 22 places simultaneously READ: https://bit.ly/3k8qbml:=:https://www.newvision.co.ug/news/1523999/dp-delegates-conference-22-simultaneously | #VisionUpdates,
31948,274577061337,Whatever is borrowed in the dry season is paid up during the planting season.,
31954,1681786142107330,Discount 5k discount code for first time Jumia products purchase JF3ce0 using your app..,
31965,274577061337,"**Fans Accuse Spice Diana Of Becoming Arrogant, Disrespectful And Proud.** ",
31967,1681786142107330,ឆុយដោះស្អាត,
31969,274577061337,This was awise move.,
31976,129941485127407,"Kibwetera will die in January ,the witch predicted.",
31982,274577061337,We are kindly requesting for your help,
32000,105583497196,Production of alcohol in sachets on despite ban #MonitorUpdates,
32003,1681786142107330,N.U.P etabuse,
32006,129941485127407,"Used to kill people now is the next ,now five months.",
32013,169252986456497,Spain and Real Madrid legend Casillas retires #NTVNews Read More 👉 https://zionly.io/Casillas-retires-:=:https://www.ntv.co.ug/news/sports/Spain-and-Real-Madrid-legend-Casillas-retires/4522368-5603878-xl0ltq/index.html,
32017,1486116641609917,"The easiest way to earn Bitcoins? Just change your browser to CryptoTab and receive payments to your balance every 10 minutes. You will get BTC for simply using it, even if just having CryptoTab browser window open. It takes less than 1 minute to start earning. So, click the picture, download the app and start earning bitcoin - ",
32030,105583497196,2021: A sneak peek into Museveni’s 6th term bid #MonitorUpdates,
32038,105583497196,We are not bothered by defectors - NRM #MonitorUpdates,
32040,1681786142107330,https://youtu.be/f9lddu2HCFY,
32053,105583497196,FDC postpones nomination for party presidential aspirants #MonitorUpdates,
32063,1681786142107330,NAYE KABAKO MULAMU OOBA ALINA EKIKYAMU KUBWONGO?? VIDEO: > 👇 https://youtu.be/Sg9CeHTbgDM < 👇,
32080,105583497196,"Churches, mosques list standards for reopening #MonitorUpdates",
32082,274577061337,Records are made but this has made it.For me I call him all the time scorer.,
32083,1681786142107330,Try it out,
32086,274577061337,"BEST TIPS FOR ONLINE RELATIONSHIP, Keep it strong💪 💘💖 work.",
32090,1681786142107330,"Please vote for my sister by liking, commenting and sharing this video. Thanks",
32091,1681786142107330,The day of judgement we shall know them,
32099,1681786142107330,https://youtu.be/7EzHnjlouNI please subscribe and enjoy our movies,
32120,1486116641609917,HE NAILED IT HIMSELF,
32126,105583497196,Makerere lecturer develops tick vaccine #MonitorUpdates,
32127,1681786142107330,👉👉🔥UP🔥,
32136,274577061337,MESSAGE IN A BOTTLE FOR SEVERINO KAHINDA OTAFIRE,
32138,274577061337,Nsereko twogwayo.... Just asking.....,
32139,1681786142107330,Great! The last scene is better than watching the magic,
32140,1486116641609917,"Minister of State for Tourism, Godfrey Kiwanda Ssuubi has outlined five impressive qualities favoring him the most as the candidate of choice for the National Resistance Movement (NRM) party National Vice Chairperson for Central Region. He said his 20 years leadership experience is a testimony of excellent track record, ideology, integrity, experience, self driven zeal and hope for the nation. Full story👇🏽👇🏽 ",
32147,1681786142107330,"Please vote for my sister by liking, commenting and sharing this video. Thanks.",
32148,1681786142107330,"Please vote for my sister by liking, commenting and sharing this video. Thanks.",
32163,169252986456497,"Zimbabwean President Emmerson Mnangagwa on Tuesday warned he would ""flush out"" political opponents as rights groups reported dozens of activists had been arrested in a crackdown #NTVNews Read more 👉 https://zionly.io/Zimbabwe-pres:=:https://www.ntv.co.ug/news/international/Zimbabwean-leader-/4522060-5603814-5fdrpmz/index.html",
32168,274577061337,Benefits of Drinking Water on an Empty Stomach.,
32173,274577061337,https://youtu.be/Biv-KV6bndA,
32182,274577061337,"**Spice Diana Attacked By Fans Over Calling Them ""Mivumba Fashionistas"" - Not Ready To Apologize** ",
32234,274577061337,"Wedding costs have become an uphill task to climb for many in Africa, especially, the youth. Are expensive weddings a good idea? Is an African traditional wedding not enough? Let us know what you think.",
32238,1681786142107330,"Wedding costs have become an uphill task to climb for many in Africa, especially, the youth. Are expensive weddings a good idea? Is an African traditional wedding not enough? Let us know what you think.",
32240,274577061337,"Wedding costs have become an uphill task to climb for many in Africa, especially, the youth. Are expensive weddings a good idea? Is an African traditional wedding not enough? Let us know what you think.",
32245,641376452558640,This is Akwaeke Emezi's third offering and we are so excited about their book. Congrats Akwaeke Emezi! Find out more here:,
32283,169252986456497,"The ninth edition of the Rotary Cancer Run is to be held virtually on 30th August this year, due to the ban on mass gatherings. #NTVNews",
32286,274577061337,"How did you ""accidentally"" praise Janet Kataaha Museveni when.....",
32299,274577061337,"Display of INCOMPETENCY by good-for- nothing Uganda police!! 🤣🤣🤣one person without guns and you carry a whole BATTALION of pilice on taxpayers money. Scratch your heads, get sleepless nights, let your shadows chase that you run hunting for what you don't know. UGANDANS WAKE UP!!!",
32308,169252986456497,Another political aspirant has come forward to petition the attorney general in the hope of overturning regulations that called for a virtual campaign. #NTVNews,
32328,1486116641609917,https://www.facebook.com/109657110760948/posts/164967138563278/?app=fbl,
32336,105583497196,Govt impounds 80 trucks with raw minerals from Karamoja #MonitorUpdates,
32342,1681786142107330,Kijja kugwa,
32344,169252986456497,NRM party delegates hoping to attend Mike Mukula’s campaign meeting in Tororo were yesterday left disappointed after they were turned away from the venue by police. #NTVNews,
32378,274577061337,#peoplepowerasili #UgVotes2021 #PPAugBlog ©Full article: https://www.peoplepowerasili.wordpress.com,
32396,274577061337,"Iam so mad, this is unacceptable!. It's not feminism, no matter the situation, one should ever feel it's okay to treat another human as less. RIP",
32440,274577061337,I have blocked her,
32454,274577061337,Let's summon the purpose of Bizonto comedy once again,
32479,1681786142107330,Tired of Wasting time posting all day on social media sites and not getting any leads?? You can either let them win or fight back. Find out how: [https://25dollar1up.com/capture4.php?user=bahene](https://25dollar1up.com/capture4.php?user=bahene),
32490,1681786142107330,Wuno Alese bwino Abootode ebyama Ani Yata aBantu e Kanungu,
32524,1681786142107330,https://www.facebook.com/102616044852623/posts/130891195358441/?app=fbl,
32531,129941485127407,https://www.facebook.com/102616044852623/posts/130891195358441/?app=fbl,
32536,129941485127407,NRM planted Namanya Naboth in Rubabo Constituency to destablise FDC primaries ,
32548,1486116641609917,https://www.facebook.com/102616044852623/posts/130891195358441/?app=fbl,
32552,1486116641609917,Bobi Wine: People Power has no spies,
32559,329423169077,Brooding Set-up: why it must be done properly,
32588,129941485127407,https://youtu.be/J2zhND9nOMs,
32606,1486116641609917,https://youtu.be/TxkdBfNPP6I,
32607,1486116641609917,Basajja Mivule kimulidde,
32608,274577061337,Basajja Mivule kimulidde,
32612,274577061337,Basajja Mivule kimulidde,
32618,129941485127407,https://youtu.be/TxkdBfNPP6I,
32631,274577061337,"Gen #Kyanda praises #LDU’s for the job well-done The Chief of Staff Land Forces of the Uganda the UPDF, Maj Gen Leopold Kyanda has thanked the LDU’s for the commendable work they have done in....read more... http://newz.ug/gen-kyanda-praises-ldus-for-the-job-well-done/",
32641,1486116641609917,T,
32648,1681786142107330,W,
32650,129941485127407,Y,
32666,169252986456497,NTV BIZ: Mbale city is at the tail end of a new project to a better power supply to the tune of 11 million dollars that will see Mbale and surrounding districts have reliable power supply partly in support of the fledgeling industrialisation in the area. #NTVNews Click 👇👇,
32681,274577061337,Few people will share this but its very important,
32682,274577061337,https://youtu.be/T78gLWHaMn4,
32715,169252986456497,The acting Chief Justice Alfonse Owiny Dollo has opened a special session of the court of appeal to clear 40 Criminal cases within one month. #NTVNews,
32720,105583497196,"Row between NUP, UPC over red colour deepens https://bit.ly/30qwyK0:=:https://www.monitor.co.ug/News/National/Row-NUP-UPC--red-colour-deepens-Akena-Bobi-Wine/688334-5603660-10bsvpxz/index.html #MonitorUpdates",
32726,105583497196,Indian Kashmir under curfew ahead of 'black day' anniversary https://bit.ly/39TWZe5:=:https://www.monitor.co.ug/News/World/Indian-Kashmir-curfew-black-day-anniversary-Modi-Srinagar/688340-5603580-3xmi29/index.html #MonitorUpdates,
32759,1681786142107330,How could you do this ....!?,
32761,169252986456497,TikTok lovers rage against Trump threat of US ban. #NTVNews Full story here 👇👇,
32766,274577061337,#Uganda exports a record 5m coffee bags; set to overtake #Ethiopia as Africa’s leading #coffee exporter Uganda strengthened her position as Africa’s top coffee exporter with a record 5.06 million (60kg) bags in the financial year 2019/20.Export earnings also reached an all- time new level of ugx. 1.8 trillion...read more.. http://newz.ug/uganda-exports-a-record-5m-coffee-bags-set-to-overtake-ethiopia-as-africas-leading-coffee-exporter/,
32777,1681786142107330,"Oh Good God of Heaven and Earth, why have you forsaken your Ugandan Children? We Pray to thee Lord to save our Country from the Scourge of Terror. A morning Lamentation by Dr Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 04/08/2020 Uganda is officially A STATE OF TERROR LED BY A GROUP OF EVIL-MINDED, ANTI-PEOPLE TERROR GANGS. And the Chief Terroriser is a man called Yoweri Museveni. All the acts of terror are being done in his name and at his pleasure - JUST SO HE AND HIS FAMILY AND RELATIVES CAN STAY IN STATE HOUSE FOR LIFE!!!!!! Why on earth would you arrest, torture, harass, kill and dehumanise a country's citizens??????? Why arrest, torture and dehumanised a country's JOURNALISTS, COMEDIANS, MUSICIANS.... for doing their job?????? The other day it was Bizonto comedians.... Now it is presenters, editors and producers at BABA broadcasting.... Innumerable musicians have also fallen victim of the Museveni Terror Gangs.... But Museveni's political opponents, pro-democracy activists and campaigners have bore the brunt of Museveni""s Terror Machine.... Even simple civilians have been victimised for supporting politicians of their choice.... OMG, WHEN WILL THIS END?????????? When will the pain of Ugandans subside????????? When will the sunrise come home with a gift of joy and peaceful existence?????? WHEN WILL MUSEV3NI LEAVE UGANDANS ALONE AND IN PEACE? Oh Good God of Heaven and Earth, to YOU we pray. The Struggle Continues",
32782,274577061337,"Uganda, don't worry!",
32785,274577061337,"Oh Good God of Heaven and Earth, why have you forsaken your Ugandan Children? We Pray to thee Lord to save our Country from the Scourge of Terror. A morning Lamentation by Dr Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 04/08/2020 Uganda is officially A STATE OF TERROR LED BY A GROUP OF EVIL-MINDED, ANTI-PEOPLE TERROR GANGS. And the Chief Terroriser is a man called Yoweri Museveni. All the acts of terror are being done in his name and at his pleasure - JUST SO HE AND HIS FAMILY AND RELATIVES CAN STAY IN STATE HOUSE FOR LIFE!!!!!! Why on earth would you arrest, torture, harass, kill and dehumanise a country's citizens??????? Why arrest, torture and dehumanised a country's JOURNALISTS, COMEDIANS, MUSICIANS.... for doing their job?????? The other day it was Bizonto comedians.... Now it is presenters, editors and producers at BABA broadcasting.... Innumerable musicians have also fallen victim of the Museveni Terror Gangs.... But Museveni's political opponents, pro-democracy activists and campaigners have bore the brunt of Museveni""s Terror Machine.... Even simple civilians have been victimised for supporting politicians of their choice.... OMG, WHEN WILL THIS END?????????? When will the pain of Ugandans subside????????? When will the sunrise come home with a gift of joy and peaceful existence?????? WHEN WILL MUSEV3NI LEAVE UGANDANS ALONE AND IN PEACE? Oh Good God of Heaven and Earth, to YOU we pray. The Struggle Continues",
32786,169252986456497,The Speaker of Parliament Rebecca Kadaga says the new counties that have been created in the recent past come from a demand by the people. #NTVNews,
32813,169252986456497,EXPLAINER: How far has COVID-19 moved in Uganda? Detailed report 👇👇,
32836,1681786142107330,"Whether it's true or not that's not a threat to the old man with a hat because it will not be the first time for the kingdom to do so. It's no secret, they have all long been supporting KB especially during Katikkiro Mulika's time but their efforts did not help him win. We all saw that big key with FDC colour the king used to open the new year door in his Lubiri end of year celebrations. Even Cbs-fm is very well known for hosting opposition politicians who are very hostile to our President. I will never forget Ssemuju Nganda's reckless statement when he said was to slaughter a chicken for every UPDF soldier that would be killed by Alshabab militants. Despite all their efforts to make Museveni and his government hated, majority of Ugandans have remained adamant and supported him.",
32849,1681786142107330,"Whether it's true or not that's not a threat to the old man with a hat because it will not be the first time for the kingdom to do so. It's no secret, they have all long been supporting KB especially during Katikkiro Mulika's time but their efforts did help him win. We all saw that big key with FDC colour the king used to open the new year door in his Lubiri end of year celebrations. Even Cbs-fm is very well known for hosting opposition politicians who are very hostile to our President. I will never forget Ssemuju Nganda's reckless statement when he said was to slaughter a chicken for every UPDF soldier that would be killed by Alshabab militants. Despite all their efforts to make Museveni and his government hated, majority of Ugandans have remained adamant and supported him.",
32850,274577061337,"Whether it's true or not that's not a threat to the old man with a hat because it will not be the first time for the kingdom to do so. It's no secret, they have all long been supporting KB especially during Katikkiro Mulika's time but their efforts did not help him win. We all saw that big key with FDC colour the king used to open the new year door in his Lubiri end of year celebrations. Even Cbs-fm is very well known for hosting opposition politicians who are very hostile to our President. I will never forget Ssemuju Nganda's reckless statement when he said was to slaughter a chicken for every UPDF soldier that would be killed by Alshabab militants. Despite all their efforts to make Museveni and his government hated, majority of Ugandans have remained adamant and supported him.",
32854,1486116641609917,https://www.facebook.com/274677256475989/posts/642673859676325/,
32861,169252986456497,"In just under 10 years, Uganda’s Parliament has expanded with over 150 members. On average each MP receives a monthly pay of 25 million shillings on top of other perks. What impact does this have on the taxpayer? #NTVNews Full analysis here 👇👇",
32886,169252986456497,President Museveni has raised his presidential pledge to private school teachers from Ushs 2 billion to Ushs 22 billion. #NTVNews,
32892,274577061337,Listen carefully aba NRM,
32896,105583497196,Remote customer service is a necessary adoption for all businesses #MonitorUpdates,
32901,274577061337,Aya baas,
32902,169252986456497,Mwasuze Mutya | Keeping your teeth healthy,
32908,641376452558640,Big congrats to Samuel Ugbechie.,
32910,169252986456497,"City traders doing business in arcades under their umbrella, The New Generation traders Association say they are not happy about the arrest of their chairperson John Kabanda shortly after an incident with his landlord last week. #NTVNews",
32943,274577061337,"Change of modus operandi in all covert operations to take out Kabaka, Bobi Wine, Kenzo, Key opposition activists, and all tagged business personnel… Plot by Muhoozi’s Commando unit to cause terror and mayhem amid election campaigns to enforce a state of emergency and cancel elections to buy them time… A new hit squad to eliminate Fred Lumbuye was launched after the first one was exposed; this is still organized and handled by Elly Tumwine. Muhoozi’s SFC-commando unit to lynch schools immediately they re-open as part of their plans to cause terror… Border districts and all slums in Kampala to be weaponized with either cholera or ebola in the coming months to deter campaigns should the dictator fail to stop Bobi wine from appearing on the ballot paper.",
32944,1681786142107330,"Change of modus operandi in all covert operations to take out Kabaka, Bobi Wine, Kenzo, Key opposition activists, and all tagged business personnel… Plot by Muhoozi’s Commando unit to cause terror and mayhem amid election campaigns to enforce a state of emergency and cancel elections to buy them time… A new hit squad to eliminate Fred Lumbuye was launched after the first one was exposed; this is still organized and handled by Elly Tumwine. Muhoozi’s SFC-commando unit to lynch schools immediately they re-open as part of their plans to cause terror… Border districts and all slums in Kampala to be weaponized with either cholera or ebola in the coming months to deter campaigns should the dictator fail to stop Bobi wine from appearing on the ballot paper.",
32945,1681786142107330,"A must read story😢😢😢 A principal🛂 caught two 👬students💑 having sex👉👌 in the toilet🚪 and call📞 them to his office💺💻 principal: 🗿I will start with👉 you boy👮 Boy:👮 I'm sorry 🙏it won't happen again🙇 principal: 🗿where are your parents?👳👰 Boy: 👮they passed 🙊away when am still👧 young😪 principal:🗿 ok, get out and🙈 call the 👩girl in.....(he did as requested💪....here is the conversation)💭 Girl: 👩am sorry sir🙏 principal: 🗿where are your parents?👳👰 Girl: 👩they are at home🏡 principal: 🗿I want u 😨to call 📞them for me🙅 Girl:👩 sir please🙇 don't call for them👳👰 principal:🗿 what would you do👉 for me💪 Girl:👩 anything sir😭😷 principal:🗿 I want to fuck👉👌 u right now💏 Girl:🗿 not now am in pain😥😭 principal:🗿 OK tomorrow🌃, lets meet at newton's hotel🏨, understood?🚧 Girl:👩 yes sir!💃 🙏Don't stop🙆 reading,📖💬 God: 😁today I'm just missing🙇 my children👥 Satan:👹 Which children😠😬 God:😁 that one 👉who is reading📖 Satan:👹 hahaha😱 they will never🙅 like you😨 God: 😁They do, 💪I trust them all😘 Satan:👹 they don't love💔you😬 God:😁 are you sure?🙋 Satan:👹 yes they love me💋💕💞 God:😁 ok, lets me notice my love💘💓ones✌✌ Satan:👹 lets see👀 mine will scroll down💪without🙊 like👍 and comment📠 God:😁 mine will comment📝; ""4GIVE ME LORD 🙏🙏I’M A SINNER!!!🙇 PLEASE SHARE TO ONLY 5 FACEBOOK GROUPS ",
32955,169252986456497,The National Resistance Movement has today closed the picking of nomination and expression of interest forms for members interested in contesting for various positions. #NTVNews,
32973,105583497196,Why Uganda’s Covid death toll is rising #MonitorUpdates,
32989,1486116641609917,"Hello friends, the deadline is today at 5pm, let's keep sharing,liking and commenting on my video. That way, you will have successfully voted for me. Let's share widely🙏 Let's win together💪",
32991,1486116641609917,"Hello friends, the deadline is today at 5pm, let's keep sharing,liking and commenting on my video. That way, you will have successfully voted for me. Let's share widely🙏 Let's win together💪",
33004,1681786142107330,Level after level after level,
33006,1681786142107330,Entekateka z'okulonda abakulembeza b'abavubuka,
