,id,text,category,label
3190,6287,The pain of running a salon after COVID-19 lockdown #NTVNews https://zionly.io/Salon-Operating-COVID?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/national/The-pain-of-running-a-salon/4522324-5598350-1t6egbz/index.html,Editorial,
3191,6288,Breaking News:Uganda Finally Its Registers First Covid19 Death after 4 Months,Organic,
3192,6289,The Acting Chief Justice Alfonse Owiny Dollo has attributed the still rising case backlog to the new administrative units created by parliament without consideration to the number judges and magistrates #NTVNews,Editorial,
3193,6290,"COURT ORDERS RELEASE FROM PRISON OF MICHAEL COHEN, FORMER PERSONAL LAWYER FOR TRUMP. THE COURT OVERTURNED HIS CONVICTION ON GROUNDS THAT IT WAS OBTAINED BY VINDICTIVE RETALIATION BY TRUMP. COHEN REVEALED SECRETS OF THEIR RELATIONSHIP IN A BOOK, INCLUDING THE BOMBSHELL REVELATION THAT TRUMP IS A RABID RACIST.",Organic,
3194,6291,Spacious and pocket friendly Toyota Spacio https://zionly.io/JbrkTTM:=:https://www.monitor.co.ug/Business/Auto/Spacious-and-pocket-friendly-Toyota-Spacio/688614-5597854-25hkv5/index.html #MonitorUpdates,Editorial,
3195,6292,The Electoral Commission has dismissed media reports that several of its senior officials were sacked because they were involved in corruption and irregular procurement deals #NTVNews,Editorial,
3196,6293,Haters can go to hell😊,Organic,
3197,6294,"Honestly M7’s supporters what do think if one day NRM is not in power? Look at how this young has been on several occasions been treated by the regime you so deeply treasure. Remember one thing, we are all human and Ugandans, regimes come and go, but Uganda remains",Organic,
3198,6295,busungu,Organic,
3199,6296,"People Power Movement together with its newly born political wing the National Unity Platform, on Thursday, unveiled their regional youth coordinators #NTVNews",Editorial,
3200,6297,Why film industry in Uganda is struggling https://zionly.io/A6AJOj2:=:https://www.monitor.co.ug/OpEd/Letters/Why-film-industry-in-Uganda-is-struggling/806314-5597990-d9futaz/index.html #MonitorUpdates,Editorial,
3201,6298,MOMENT OF PRAYER,Organic,
3202,6299,Uganda registers its first death from the pandemic #NTVNews,Editorial,
3203,6300,we live now,Organic,
3204,6301,Our bad roads render curfew ineffective https://zionly.io/OmKC8xI:=:https://www.monitor.co.ug/OpEd/Commentary/Our-bad-roads-render-curfew-ineffective/689364-5597998-15f3oq6/index.html #MonitorUpdates,Editorial,
3205,6302,#Locusts: #Uganda to benefit from #UK’s new Ugx. 84billion funding The new funding follows £8 million provided by the UK earlier this year to the FAO appeal. A supercomputer funded by UK aid is also helping countries in East Africa to track the insects’ movements around the continent. Speaking during the ..... http://newz.ug/locusts-uganda-to-benefit-from-uks-new-ugx-84billion-funding/,Organic,
3206,6303,GIANT TEDDY BEAR SCARE PRANK ON WIFE,Organic,
3207,6304,"How Bobi , NUP deal was negotiated https://bit.ly/32OOKic:=:https://www.monitor.co.ug/News/National/How-Bobi-Wine-NUP-deal-was-negotiated/688334-5598120-7lcx7e/index.html #MonitorUpdates",Editorial,
3208,6305,How Covid-19 has changed people management style https://zionly.io/9oAmZSL:=:https://www.monitor.co.ug/OpEd/Commentary/How-Covid-19-has-changed-people-management-style/689364-5597994-sxx3fi/index.html #MonitorUpdates,Editorial,
3209,6306,Quick sale please call 0780641020,Promotional,
3210,6307,What if students said enough is enough?,Organic,
3211,6308,The same words used to explain obote can still explain you nd your boss,Organic,
3212,6309,For more information Visit and like page o Contact +256701452236,Organic,
3213,6310,"UGANDANS, LET'S GET RID OF KILLER KAYIBANDA MUSEVENI BY ANY MEANS NECESSARY AND BEGIN REBUILDING OUR SHATTERED COUNTRY FROM YEAR ZERO.",Organic,
3214,6311,mukama sasira Uganda,Organic,
3215,6312,Aba ministule y’ebyobulamu bakakasizza nti Uganda efiiriddwa omuntu asoose okufa COVID-19. #NTVNews,Editorial,
3216,6313,US trade disputes: Has China taken more than it can chew? https://zionly.io/6IjIuaM:=:https://www.monitor.co.ug/OpEd/columnists/KaroliSsemogerere/US-trade-disputes-Has-China-taken-more-than-it-can-chew-/878682-5598002-m5narw/index.html #MonitorUpdates,Editorial,
3217,6314,Ab'ekibiina ki National Unity Platform batongozza obukiiko bw’abavubuka obugenda okukulemberamu okukunga abavubuka mu kisinde ki People Power wakati mu kwetegekera okulonda. #NTVNews,Editorial,
3218,6315,RIP mummy 😭😭😥😭😭😭💔💔 You have made us an orphan Nobody to give us food again To as many that will type Rip and SHARE to groups untimely death shall not away your parents in Jesus name See the video below,Organic,
3219,6316,EMBEERA MU AKEEDI: Wakyaliwo okusika omugwa mu by’okusasula #NTVNews,Editorial,
3220,6317,"DENNIS RODMAN Led A Colorful, Some May Say Exotic, Life Style As An Unforgiving On-Field Power Forward For Several NBA Teams, As One-time Lover Of Pop Star Madonna, And As Best Mate Of Secretive North Korean Strongman Kim Jong UN.",Organic,
3221,6318,E Jinja poliisi ekozesezza teargas okugumbulula ensisinkano y’abekibiina ki National Unity Platform #NTVNews,Editorial,
3222,6319,Okunnonya akalulu nga bw’ozze olaba kw’atandise wadde si mu butongole era abavuganya obudde babumala bayiiya engeri y’okutuusa obubaka eri abalonzi #NTVNews,Editorial,
3223,6320,Government should tell country about fate of schools now https://zionly.io/Jroffil:=:https://www.monitor.co.ug/OpEd/Editorial/Government-should-tell-country-about-fate-of-schools-now/689360-5598010-xxodrjz/index.html #MonitorUpdates,Editorial,
3224,6321,Basatu bafudde mu kabenje e Mityana #NTVNews,Editorial,
3225,6322,Hahahaha #Enanga should see this 🤣🤣,Editorial,
3226,6324,"I went by what the measurement guide said , ladies do size up , having said that . These are pretty colors , comfy and wash well .",Organic,
3227,6325,Bannakibiina ki NRM kumpi 300 olwaleero bebaggyeyo foomu ze bagenda okujjuza bayingire akasunsula ku bifo by’obubaka #NTVNews,Editorial,
3228,6326,Byabakama agamba teri yagobeddwa mu kakiiko k’ebyokulonda #NTVNews,Editorial,
3229,6327,"WELCOME TO THE LEGAL JUNGLE OF PEOPLE POWER MISSION 2021 REVOLUTION: BANA UGANDA OBA ANI YABALOGA? BASOMA NAYE TEBALINA MAGEZI? BALINA AMAASO NAYE TEBALABA? BALINA AMATU NAYE TEBAWULIRA? INSTEAD OF BEING POLITICAL LEADERS AS THE YOUTH, THESE FOOLS ARE ASKING 80 YEAR OLD MZEI TO RUN THEIR COUNTRY - ARE YOU KIDDING? IT'S THE END GAME. IT'S A DO OR DIE GRAND FINALE",Organic,
3230,6328,Abantu abamu abali mu bizinensi ya saluuni bagamba nti bakaluubirirddwa okutuukiriza ebiragiro ebyateekeddwawo #NTVNews,Editorial,
3231,6329,Ab'ekitongole ekiddukanya omupiira kuno ki FUFA bamalirizza kaweefube ow’okusomesa abakulembezze ba zi kiraabu ezizannyira mu liigi y’eggwanga n’eddirira eya Big League #NTVNews,Editorial,
3232,6330,E Luweero eyo eriyo abantu abawerako abalekeddwawo abantu abaali babaagala oluvannyuma lw’okuzaala abaana abaliko obulemu gamba ng’obwo obuva ku kirwadde ekiyitibwa spina bifida,Organic,
3233,6331,"Opposition is dying, and that is not a good thing for democracy https://zionly.io/syO9rNL:=:https://www.monitor.co.ug/OpEd/columnists/DanielKalinaki/Opposition-is-dying--and-that-is-not-a-good-thing-for-democracy/878782-5598004-t0v6qmz/index.html #MonitorUpdates",Editorial,
3234,6332,Museveni appoints Justice Buteera to Judicial Service Commission https://bit.ly/2CXVkrC:=:https://www.monitor.co.ug/News/National/Museveni-appoints-Justice-Buteera-Judicial-Service-Commission/688334-5598244-ijd0hbz/index.html #MonitorUpdates,Editorial,
3235,6333,"*🌍 Phaneroo 298 Livestream 🌍* ```📡 Stream Phaneroo Live``` *💻 Phaneroo YouTube Channel:* https://www.youtube.com/c/phaneroo/live *💻 Livestream Website:* https://livestream.com/phaneroo/phaneroo298 *🖥️Phaneroo TV*: http://live.Phaneroo.org *📱Facebook Livestream:* https://www.facebook.com/phanerookampala/ *📺Spirit TV:* Free-to-Air decorders, GoTV Channel 834 & StarTimes Channel 291 *8pm EAT* *🎧Phaneroo Radio:* https://phaneroo.org/radio/ *📻 Radio*: 96.6 Spirit FM [http://spiritfm.co.ug] *8pm EAT* *📱Livestream App* _iOS:_ https://itunes.apple.com/us/app/livestream/id493086499?mt=8 _Android:_ https://play.google.com/store/apps/details?id=com.livestream.livestream 🗓 Day: *23rd July 2020* 🕓 Time: *7.30pm - 9pm EAT* 🇺🇬 Place: *Online.* *#PhanerooGlobalSOM2020🌍* *#PhanerooOnlineService* *Phaneroo ~ Make Manifest*",Organic,
3236,6334,"The post-mortem samples from the deceased were confirmed positive for SARS-COV-2 by 4 laboratories: UVRI, CPHL, Tororo and Makerere.",Organic,
3237,6335,https://www.facebook.com/KingOfsKitsQmok/videos/729941730912956/?app=fbl,Organic,
3238,6336,https://www.facebook.com/KingOfsKitsQmok/videos/729941730912956/?app=fbl,Organic,
3239,6337,Uganda to spend more on imports - Stanchart https://zionly.io/q3DGwbW:=:https://www.monitor.co.ug/Business/Finance/Uganda-to-spend-more-on-imports---Stanchart-/688608-5597984-d8utqxz/index.html #MonitorUpdates,Editorial,
3240,6338,"DAVID LEWIS LUBONGOYA - A People Power Movement Leader with a Difference. For those elderly NRM leaders who think that the People Power Movement and its Political Wing have no credible leaders, THINK TWICE - here is a glimpse into the profile of one of the young leaders of the Revolution. His name is DAVID LEWIS LUBONGOYA, and he is the General Secretary of the People Power Movement. This is what you see on his Facebook Profile: Studies at University of Oxford Studied at The Hebrew University of Jerusalem Studied at Harvard Law School Studied Law at Makerere University Studied at Law Development Centre I hasten to add that the greatest credibility of these youths, now poised to assume the political leadership of the Ugandan nation, is their rootedness in, understanding of and readiness to uplift and transform the dire situation and living experience of the majority of Ugandans, who live at the margins of society - in the poverty-stricken city and town Ghettos and the forgotten villages in the Ugandan countryside. And there in lies their strength and source pf popularity.... Mr. Yoweri Museveni, who has misruled and destroyed the political and socio-economic fabric of the Ugandan nation, knows and understands the serious threat that these youths pose to his outmoded and increasingly despised NRM dictatorship, and that is why he is putting all his hopes in the violent repression and suppression of the populous who are showing real signs of abandoning the NRM and switching to more progressive revolutionary forces led by the likes of Bobi Wine and David Lewis Lubongowa. My guess is that Museveni will not succeed in subduing the growing hatred of his NRM regime. How do do you force People to love you, after failing to do so across 34 years of your misrule? Sooner than expected, we may find ourselves saying BYE TO A MAN WHO CAME TO POWER IN 1086 PROMISING TO DELIVER DEMOCRACY AND ECONOMIC ADVANCEMENT TO UGANDANS, but has only managed to throw over 70% of the country's youths into total unemployment and abject poverty. Watch this Space! The Struggle Continues The above piece is written by Dr. Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 23/07/2020",Organic,
3241,6339,"Uganda has registered its first coronavirus death, the country's health ministry has announced. This was revealed on Thursday by the Director General Health services, Dr Henry Mwebesa. ""A 34 year old Ugandan female,resident of Namisindwa District who presented with COVID like signs and symptoms: fever,dry cough,headache and difficulty in breathing,"" Mwebesa said at a press briefing. He added, ""The postmortem samples from the deceased were confirmed positive for SARS-COV-2 by 4 laboratories: UVRI, CPHL, Tororo and Makerere. In addition, findings at postmortem showed features of acute pneumonia; findings that are consistent with COVID-19 infection. In our earlier report we had indicated that the deceased was not a Ugandan. Further investigations have since established that she was a Ugandan from Manafwa, Bubulo East, Namabya- Namunyali- Sisongofwa."" Namisindwa District is bordered by Bududa District to the north, Kenya to the east and south, Tororo District to the south-west, and Manafwa District to the west. The current interventions are aimed at limiting and controlling secondary transmissions arising out of this case-patient. In addition to Lwakhaha (average daily crossing 150-180 ) as a major border point, there are a lot of illegal border crossings between Uganda and Kenya. To date, Uganda has registered 1,079 cumulative confirmed cases of Ugandans and a total of 971 Ugandan recoveries. #STAYSAFEUG",Organic,
3242,6340,"DAVID LEWIS LUBONGOYA - A People Power Movement Leader with a Difference. For those elderly NRM leaders who think that the People Power Movement and its Political Wing have no credible leaders, THINK TWICE - here is a glimpse into the profile of one of the young leaders of the Revolution. His name is DAVID LEWIS LUBONGOYA, and he is the General Secretary of the People Power Movement. This is what you see on his Facebook Profile: Studies at University of Oxford Studied at The Hebrew University of Jerusalem Studied at Harvard Law School Studied Law at Makerere University Studied at Law Development Centre I hasten to add that the greatest credibility of these youths, now poised to assume the political leadership of the Ugandan nation, is their rootedness in, understanding of and readiness to uplift and transform the dire situation and living experience of the majority of Ugandans, who live at the margins of society - in the poverty-stricken city and town Ghettos and the forgotten villages in the Ugandan countryside. And there in lies their strength and source pf popularity.... Mr. Yoweri Museveni, who has misruled and destroyed the political and socio-economic fabric of the Ugandan nation, knows and understands the serious threat that these youths pose to his outmoded and increasingly despised NRM dictatorship, and that is why he is putting all his hopes in the violent repression and suppression of the populous who are showing real signs of abandoning the NRM and switching to more progressive revolutionary forces led by the likes of Bobi Wine and David Lewis Lubongowa. My guess is that Museveni will not succeed in subduing the growing hatred of his NRM regime. How do do you force People to love you, after failing to do so across 34 years of your misrule? Sooner than expected, we may find ourselves saying BYE TO A MAN WHO CAME TO POWER IN 1086 PROMISING TO DELIVER DEMOCRACY AND ECONOMIC ADVANCEMENT TO UGANDANS, but has only managed to throw over 70% of the country's youths into total unemployment and abject poverty. Watch this Space! The Struggle Continues The above piece is written by Dr. Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 23/07/2020",Organic,
3243,6341,www.thepeoplesagency.org,Organic,
3244,6342,"DAVID LEWIS LUBONGOYA - A People Power Movement Leader with a Difference. For those elderly NRM leaders who think that the People Power Movement and its Political Wing have no credible leaders, THINK TWICE - here is a glimpse into the profile of one of the young leaders of the Revolution. His name is DAVID LEWIS LUBONGOYA, and he is the General Secretary of the People Power Movement. This is what you see on his Facebook Profile: Studies at University of Oxford Studied at The Hebrew University of Jerusalem Studied at Harvard Law School Studied Law at Makerere University Studied at Law Development Centre I hasten to add that the greatest credibility of these youths, now poised to assume the political leadership of the Ugandan nation, is their rootedness in, understanding of and readiness to uplift and transform the dire situation and living experience of the majority of Ugandans, who live at the margins of society - in the poverty-stricken city and town Ghettos and the forgotten villages in the Ugandan countryside. And there in lies their strength and source pf popularity.... Mr. Yoweri Museveni, who has misruled and destroyed the political and socio-economic fabric of the Ugandan nation, knows and understands the serious threat that these youths pose to his outmoded and increasingly despised NRM dictatorship, and that is why he is putting all his hopes in the violent repression and suppression of the populous who are showing real signs of abandoning the NRM and switching to more progressive revolutionary forces led by the likes of Bobi Wine and David Lewis Lubongowa. My guess is that Museveni will not succeed in subduing the growing hatred of his NRM regime. How do do you force People to love you, after failing to do so across 34 years of your misrule? Sooner than expected, we may find ourselves saying BYE TO A MAN WHO CAME TO POWER IN 1086 PROMISING TO DELIVER DEMOCRACY AND ECONOMIC ADVANCEMENT TO UGANDANS, but has only managed to throw over 70% of the country's youths into total unemployment and abject poverty. Watch this Space! The Struggle Continues The above piece is written by Dr. Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 23/07/2020",Organic,
3245,6343,Asian properties: 3 tycoons lose bid to halt House probe https://zionly.io/bNVjChe:=:https://www.monitor.co.ug/News/National/Asian-properties--3-tycoons-lose-bid-to-halt-House-probe/688334-5598086-6ywbl5z/index.html #MonitorUpdates,Editorial,
3246,6344,Don't forget to Subscribe,Organic,
3247,6345,Uganda Registers First #Covid19 Death,Organic,
3248,6346,BREAKING: Uganda confirms first Coronavirus death,Organic,
3249,6347,Namanve forest loses ‘80 hectares’ to land grabbers https://zionly.io/gAupsMH:=:https://www.monitor.co.ug/News/National/Namanve-forest-loses--80-hectares--to-land-grabbers/688334-5598094-1561mjgz/index.html #MonitorUpdates,Editorial,
3250,6348,Hhmmmmmmm!!,Organic,
3251,6415,"Keep on pushing, you have a very strong foundation that's why cowards are trying to discourage you!!!",Organic,
3252,6349,Lockdown: One woman’s plea with Museveni over Covid-19 https://zionly.io/7NHctBj:=:https://www.monitor.co.ug/News/National/Lockdown--One-woman-s-plea-with-Museveni-over-Covid-19/688334-5598034-darluhz/index.html #MonitorUpdates,Editorial,
3253,6350,"The Police today maintained a heavy deployment outside the Kampala Serena Hotel, following reports that NTV would be hosting People Power's Executive Secretary David Lewis Rubongoya on Morning at NTV, our early riser show. #NTVNews",Editorial,
3254,6351,Kenya records highest new Covid-19 infections in 24 hours at 796 https://bit.ly/3hyDQ3V:=:https://www.monitor.co.ug/News/National/Kenya-records-highest-new-Covid-19-infections-24-hours-796/688334-5598150-gk3s59z/index.html #MonitorUpdates,Editorial,
3255,6352,Thank you CHOSEN DANCERS!!!! You are a true definition of FIRE DANCERS!!🔥🔥🔥🔥 Catch the Chosen Dancers in our recent video of 'Saawa Ya Kubotola' by hitting this link 👉 https://youtu.be/uU40y0dkHmA,Organic,
3256,6353,"DR Congo President Felix Tshisekedi has lifted a health emergency over the coronavirus outbreak and ordered a reopening in three stages of business activities, schools and borders #NTVNews Read More 👉 https://zionly.io/DRC-reopen-COVID:=:https://www.ntv.co.ug/news/international/DR-Congo-ends-virus-health-emergency/4522060-5598136-12x5g1tz/index.html",Editorial,
3257,6354,"Few shields, masks as salons reopen https://zionly.io/XaySEGu:=:https://www.monitor.co.ug/News/National/Few-shields--masks-as-salons-reopen/688334-5598074-r7wri2/index.html #MonitorUpdates",Editorial,
3258,6355,Leadership at its casestudy.,Organic,
3259,6356,Thank you CHOSEN DANCERS!!!! You are a true definition of FIRE DANCERS!!🔥🔥🔥🔥 Catch the Chosen Dancers in our recent video of 'Saawa Ya Kubotola' by hitting this link 👉 https://youtu.be/uU40y0dkHmA,Organic,
3260,6357,"Aisha Ronald Mayinja's wife confesses..😔 ""My father disowned me when he heard that I had gotten married to Ronald Mayinja, besides being a non Muslim, Mayinja was a musician and my father thought I was going to die of HIV because HIV/AIDS was killing musicians terribly bythen. I didn't mind because I was loving my man and he was loving me too. I said if I was to die of HIV/AIDS any other person who is not even a musician could infect me and I die , so I didn't leave my husband , and besides that we had even buried some of my sisters who died of HIV/AIDS and they weren't married to musicians!"" What do you learn from her story...??🙌🏽",Organic,
3261,6358,Wooww LOOK .. .. birthday surprise - - omg Look ... Suspect Hits 100MPH on Surface Streets Before Foot Pursuit #amazingvideos,Organic,
3262,6359,https://youtu.be/VlYJqcbRQIU,Organic,
3263,6360,"DR Congo President Felix Tshisekedi has lifted a health emergency over the coronavirus outbreak and ordered a reopening in three stages of business activities, schools and borders. #VisionUpdates",Editorial,
3264,6361,Namuganza to take on Kadaga for NRM top seat https://zionly.io/yPJ2VbB:=:https://www.monitor.co.ug/News/National/Namuganza-to-take-on-Kadaga-for-NRM-top-seat/688334-5598068-mvk1k0/index.html #MonitorUpdates,Editorial,
3265,6362,Government set for phase two of food distribution https://zionly.io/9OOh1UF:=:https://www.monitor.co.ug/News/National/Government-set-phase-two-food-distribution/688334-5598038-5h12xsz/index.html #MonitorUpdates,Editorial,
3266,6363,"Wooww God is so Wonderful .. ..unexpected tlc birth Look ... Look ... Oklahoma Highway Patrol Performed Pit On Pursuit Vehicle, But Watch What Happens #amazingvideos",Organic,
3267,6364,"Buvuma and Bukwo districts get new ferry The Uganda National Roads Authority (UNRA) is set to launch the new MV Kiyindi—Buvuma, whose construction has been completed. https://bit.ly/2ON9AGb:=:https://www.newvision.co.ug/news/1523242/buvuma-bukwo-districts-ferry | #VisionUpdates",Editorial,
3268,6365,Government to distribute condoms across the country https://zionly.io/YgzwTgK:=:https://www.monitor.co.ug/News/National/Government-to-distribute-condoms-across-the-country/688334-5598044-1356bxf/index.html #MonitorUpdates,Editorial,
3269,6366,Here is the reason 8 Electoral officials were sacked.,Organic,
3270,6367,"Following the President's announcement that Boda Boda and salon operators would be allowed to operate, police in Kabale have embarked on a drive to ensure that the affected parties adhere to the prescribed health guidelines #NTVNews",Editorial,
3271,6368,MPs task government on EC ballot printing saga https://zionly.io/SmwnqqR:=:https://www.monitor.co.ug/News/National/MPs-task-government-on-EC-ballot-printing-saga/688334-5598048-uf1qjz/index.html #MonitorUpdates,Editorial,
3272,6369,"How 350,000 private teachers will share Museveni’s Shs2b https://zionly.io/QOK8AZA:=:https://www.monitor.co.ug/News/National/How-350-000-private-teachers-will-share-Museveni-s-Shs2b/688334-5598054-h5panqz/index.html #MonitorUpdates",Editorial,
3273,6370,How Bobi secretly bankrolled Kibalama to change party name https://bit.ly/3fWWwtV:=:https://www.monitor.co.ug/News/National/How-Bobi-secretly-bankrolled-Kibalama-change-party-name/688334-5598108-ksrgr8/index.html #MonitorUpdates,Editorial,
3274,6371,Not only sole candidate for NRM but the entire election since Besigye isn't standing again. The others don't matter,Organic,
3275,6372,Aya,Organic,
3276,6373,Tell a friend to tell a friend. Follow M TV NeWS now,Organic,
3277,6374,🔔🔔,Organic,
3278,6375,How Shs17b warehouse bid sparked storm at EC https://zionly.io/DvkT9Ne:=:https://www.monitor.co.ug/News/National/How-Shs17b-warehouse-bid-sparked-storm-at-EC/688334-5598058-t9f9y8/index.html #MonitorUpdates,Editorial,
3279,6376,Hospitality businesses have to remodel to tap changing opportunities https://zionly.io/tCjoqhG:=:https://www.monitor.co.ug/Business/Prosper/Hospitality-businesses-changing-opportunities-PowerPoint/688616-5596810-14kt8qxz/index.html #MonitorUpdates,Editorial,
3280,6377,The ruling NRM party has opened the collection of nomination papers for Members of Parliament ahead of the 2021 general elections at its headquarters in Nakasero. #NTVNews,Editorial,
3281,6378,https://youtu.be/GcR0711Y9iI,Organic,
3282,6379,NUP is the official home for the freedom seekers,Organic,
3283,6380,We must win,Organic,
3284,6381,Tell a friend to tell a friend. Follow M TV NeWS now,Organic,
3285,6382,EC top leadership led by its Chairman Simon Mugyenyi Byabakama has today come out to dismiss reports that eight of its officials were fired adding that the said officials sought early retirement which was granted. #NTVNews Details here 👇👇,Editorial,
3286,6383,Hon. KYAGULANYI SSENTAMU kuntiko Amen.,Organic,
3287,6384,Trump has so far channelled $2.2 million of his reelection campaign donations into his private properties.,Organic,
3288,6385,🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️,Organic,
3289,6386,"The administration of Jinja referral hospital discharged the last of 4 patients, who have been undergoing treatment at the special isolation ward. #NTVNews",Editorial,
3290,6387,"Stop pretending, you are not sick but you are just broke! Ask for help and we shall help you. Watch as the 'Masolo Queen' blasts 'sick' Bryan White. Watch, Subscribe and Share",Organic,
3291,6388,"Stop pretending, you are not sick but you are just broke! Ask for help and we shall help you. Watch as the 'Masolo Queen' blasts 'sick' Bryan White. Watch, Subscribe and Share",Organic,
3292,6389,"WELCOME TO THE LEGAL JUNGLE OF PEOPLE POWER MISSION 2021 REVOLUTION: Yoweri Museveni And His Political Bush Monsters Should Know The Heavy Punishment Ahead If They Steal Even ""ONE VOTE"" From People Power 2021. IT'S THE END GAME. IT'S A DO OR DIE GRAND FINALE https://www.facebook.com/extrafactsug/videos/1176006672755161/",Organic,
3293,6390,NRM COWARDS!!! YOU HAVE GUNS AND THE PEOPLE OF UGANDA HAVE NONE..GO FIGURE THE KIND OF COWARDICE!! YOUR GODFATHER & HIS FOLKS BETTER LEAVE UGANDANS ALONE AND LET HIM GO BACK TO THE BUSH WHERE HE CAME FROM!! UGANDANS WAKE UP!!,Organic,
3294,6391,TRAVEL WITH Nazaren tours & travel,Organic,
3295,6392,w,Organic,
3296,6393,When Onyango’s ‘kids’ ruled Africa 7s https://bit.ly/32LIhEw:=:https://www.monitor.co.ug/Sports/Rugby/When-Onyango-s--kids--ruled-Africa-7s/690276-5597880-w14da9/index.html #MonitorUpdates,Editorial,
3297,6394,"Police in Lira district is holding two people, who were pictured beating traffic police officers on duty. #NTVNews",Editorial,
3298,6395,"ah Pastor paaa, i shy",Organic,
3299,6396,Luggo is a 5 acre privately owned forest surrounded by oil palm plantations. It has few and Unique tree species in it. It is owned by Ssegaluma Samuel.,Organic,
3300,6397,https://youtu.be/t5FtPwAlUqA,Organic,
3301,6398,Luggo is a 5 acre privately owned forest surrounded by oil palm plantations. It has few and Unique tree species in it. It is owned by Ssegaluma Samuel.,Organic,
3302,6399,How you can grow up your faith,Organic,
3303,6400,speak speak mr President,Organic,
3304,6401,"For anyone still doubting how smart a politician this blessed soul is, making smart unpredictable but calculated political moves, read this! #Kyagulanyi4president2021 #PeoplePower #NUP",Organic,
3305,6402,LUNCH HOUR,Organic,
3306,6403,president talking to the youth,Organic,
3307,6404,We dede 👇,Organic,
3308,6405,KAYIBANDA HAS GONE BONKERS,Organic,
3309,6406,This won't leave u the same in our untitled episode #mujooga in #ugandaisamovie Credit #felisterthesuperstar Erias Lukwago,Organic,
3310,6407,"Museveni seeks to extend rule to four decades, declared sole candidate https://bit.ly/2OPwgFS:=:https://www.monitor.co.ug/News/National/Museveni-declared-sole-candidate-NRM-party-elections/688334-5597944-g12ttiz/index.html #MonitorUpdates",Editorial,
3311,6408,😁😁,Organic,
3312,6409,Bobi Wine live,Organic,
3313,6410,Could Hon. Ssimbwa risk his Shs10m on a sure loss!!!,Organic,
3314,6411,Join our cause,Organic,
3315,6412,"We got FELISTA DI SUPERSTAR along side the RULE OF LAW, THE LORD MAYOR ERIAS LUKWAGO in MUJOOGA",Organic,
3316,6413,"We got FELISTA DI SUPERSTAR along side the RULE OF LAW, THE LORD MAYOR ERIAS LUKWAGO in MUJOOGA",Organic,
3317,6414,Clubs extend begging bowls as Fufa pays out UPL monies https://bit.ly/2OLEwXD:=:https://www.monitor.co.ug/Sports/Soccer/Clubs-extend-begging-bowls-Fufa-pays-out-UPL-monies/690266-5597850-6my1unz/index.html #MonitorUpdates,Editorial,
3318,6416,"NTV BIZ: Value addition in the fish maws being extracted from the resource out of Lake Victoria, could be possible if a new study set for validation next month is adopted. #NTVNews Click 👇👇",Editorial,
3319,6417,2010 FIFA World Cup final Bombings in Kampala It was prophesied by Prophet Elvis Mbonye #ProphetElvisMbonye www.prophetelvis.com,Organic,
3320,6418,2010 FIFA World Cup final Bombings in Kampala It was prophesied by Prophet Elvis Mbonye #ProphetElvisMbonye www.prophetelvis.com,Organic,
3321,6419,Kim Kardashian seeks 'companion' for husband Kanye #VisionUpdates,Editorial,
3322,6420,"The Ministry of Health is investigating reports that a 34-year-old female has died at a clinic in Mbale after she presented with COVID-19 related symptoms, including fever, headache and difficulty in breathing. #NTVNews",Editorial,
3323,6421,Anukani progress key with KCCA loan https://bit.ly/32KCOOd:=:https://www.monitor.co.ug/Sports/Soccer/Anukani-progress-key-with-KCCA-loan/690266-5597834-vh37ymz/index.html #MonitorUpdates,Editorial,
3324,6422,NTV SPORT: Liverpool manager Jurgen Klopp said having the opportunity to lift the Premier League trophy at Anfield meant the world to him despite having to do so in an empty stadium with fans shut out due to coronavirus. #NTVNews Click 👇 👇,Editorial,
3325,6423,"The news about the unveiling by Bobi Wine of the People Power Movement's political wing - The National Unity Platform (NUP) goes global. It is being carried far and wide by the likes of CNN, The UK Guardian, Bloomberg news, etc.. Despot Yoweri Museveni and his tired, stale and tasteless NRM Party must be watching all this with deep envy and disgust. Not just Ugandans, but the whole world out there, are beginning to see the approaching democratic transformation of Uganda as inevitable. The excesses of Yoweri Museveni's 34 years of corrupt, brutal and repressive rule may be coming to an end sooner than anyone envisaged. This time round, not even the most horrific and inhumane repression and suppression of Uganda's pro-democracy forces will save Museveni's much hated Dictatorship. The savage and barbaric treatment of innocent Ugandan civilians, which is set to increase in the run-up to the 2021 election is the last kick of a dying horse. The Struggle Continues",Organic,
