,text,category
68529,"National Environment Management Authority has insisted on the eviction of more than 1,000 households from Panda Pier, a slum in a wetland close to the shores Lake Victoria in Kampala's Luzira neighbourhood #NTVNews",
68538,U,
68541,Hong Kong to shut all schools after virus cases spike https://bit.ly/2OfbYVS:=:https://www.monitor.co.ug/News/World/Hong-Kong-schools-virus-cases-spike-Yeung-disease/688340-5590988-53ci2jz/index.html #MonitorUpdates,
68546,"Four people including a local councillor and student have been charged with the murder of Emmanuel Tegu, a third year veterinary student of Makerere University https://bit.ly/3iJIWMt:=:https://www.monitor.co.ug/News/National/4-charged-over-Tegu-murder/688334-5590998-atxif5z/index.html #MonitorUpdates",
68547,Q,
68554,"Taxi operators in Kampala have rejected a move by the government to stop them from collecting fees. Responding to Kampala Minister Betty Amongi's directive, the rival taxi operators body has said the minister is overstepping her mandate #NTVNews",
68564,Breaking: Parliament approves scientific elections as Parties get stuck on electing flag bearers,
68565,Aya Bass....😹😹🙌🙌 “The Clown Couple Paid Media Houses To Make Them Go Viral!” – Tina Fierce Mocks Sheila Gashumba And God’s Plan After Zari Hassan ‘Out-Trends’ Them ,
68569,Bank of Uganda has warned commercial banks that it will invoke its power to cause controls in the lending rates. This after concerns that banks continue to ignore the central bank's policy signals through the central bank rate #NTVNews,
68572,Aya Bass....😹😹🙌🙌 “The Clown Couple Paid Media Houses To Make Them Go Viral!” – Tina Fierce Mocks Sheila Gashumba And God’s Plan After Zari Hassan ‘Out-Trends’ Them ,
68577,Breaking: Parliament approves scientific elections as Parties get stuck on electing flag bearers,
68581,"More previously self-sustaining individuals and households are resorting to assistance from family members and, to a lesser extent, friends and colleagues due restrictions put in place to combat COVID-19 #NTVNews More",
68590,Meet the next generation of coaches https://bit.ly/321HxL6:=:https://www.monitor.co.ug/Sports/Soccer/next-generation-coaches-Kyeswa-Ssekabuuza-Mugerwa-/690266-5590982-l7ovc1z/index.html #MonitorUpdates,
68591,Ogena: Kobs over Heathens was not an easy choice https://bit.ly/3effF8I:=:https://www.monitor.co.ug/Sports/Rugby/Ogena-Kobs-Heathens-Rugby-Africa-Gold-Cup-Kabras/690276-5590970-7fyuecz/index.html #MonitorUpdates,
68598,https://mknewslink.com/bishop-johnson-resignation-of-ankole-western-university-vc-was-purely-personal/,
68607,"https://www.facebook.com/ladslaundromat/ call us for all fabric that needs printing, designing, embroidery etc we will surely be there to get it done for you.",
68608,Four People have been charged for the murder of Makerere University Student Emmanuel Tegu #NTVNews,
68617,"Genocide in Uganda on People Power Supporters by Yoweri Kaguta Museveni, Muhoozi Kainerugaba commandants of the Uganda Police Force",
68618,Parents please explain!,
68621,"Political aspirants with original O and A'level certificates will not need further verification to contest in the coming 2021 elections. The Uganda National Examinations Board, UNEB, has said in a press release issued on Thursday #NTVNews",
68623,MWASUZE MUTYA: Emboozi ya Gravity Omutujju| www.ntv.co.ug:=:https://www.ntv.co.ug/,
68628,True,
68633,"Full Forbes Interview: Kanye West on Why He Wants to Constest, on Trump, on Why He Loves China and Many Issues",
68638,Parliament has controversially passed the political parties regulations that ban public rallies as proposed in the revised 2021 elections roadmap released by the Electoral Commission #NTVNews,
68661,JUDAS RAP Knowledge https://youtu.be/6V-zTCXhLc0,
68680,Criminal investigation? This is gonna be an interesting subject!,
68694,https://www.facebook.com/102616044852623/posts/112155110565383/?app=fbl,
68702,"CRANES, TLB, GRADER, EXCAVATOR, FORKLIFT, WELDING, BOILERMAKER, CARPENTRY, PLUMBING, DUMP TRUCK, SUPERLINK, FIRE FIGHTER, PANEL BEATING CALL +27738519937 Visit http://www.cranestraining.com",
68709,Seven Sudan ministers leave cabinet amid calls for reform https://bit.ly/328QToB:=:https://www.monitor.co.ug/News/World/finance-energy-Seven-Sudan-ministers-cabinet-reform-/688340-5590950-39blwjz/index.html #MonitorUpdates,
68712,Bolivia leader catches virus as US cases soar higher https://bit.ly/38FCukX:=:https://www.monitor.co.ug/News/World/Bolivia-leader-COVID19-US-cases-higher-Bolsonaro/688340-5590944-8e9wv9z/index.html #MonitorUpdates,
68727,"""The more things change the more they remain the same""",
68729,To Hon. Kyagulanyi Sentamu Robert,
68731,Listen in here : https://anchor.fm/Lucie-Chihandae/episodes/Chapter-11-Philippa-Kabali--Kagwa-eg4kmg,
68740,Listen in by clicking on the link https://anchor.fm/Lucie-Chihandae/episodes/Chapter-11-Philippa-Kabali--Kagwa-eg4kmg,
68741,"Manchester United were given a controversial helping hand by VAR in their 3-0 win at Aston Villa, while Tottenham suffered fresh frustration at the hands of the review system in their 0-0 draw at Bournemouth on Thursday #NTVNews Read More 👉 https://zionly.io/Man-UTD-Villa:=:https://www.ntv.co.ug/news/sports/VAR-in-the-dock-as-Man-Utd-down-Villa/4522368-5590942-57xvq2/index.html",
68744,#UPDF praised for its role in fighting #COVID19 the UPDF has been recognized for the efforts that have seen the pandemic contained to manageable levels. The current successes against the disease cannot be...READ MORE... http://newz.ug/updf-praised-for-its-role-in-fighting-covid-19/,
68757,Does phone or cybersex count as cheating? https://bit.ly/2ZR9xOR:=:https://www.monitor.co.ug/artsculture/Heart-to-Heart/Does-phone-or-cybersex-count-as-cheating-/691230-5590432-36f7bsz/index.html #MonitorUpdates,
68774,"When he mistreats you, empower yourself, fight back https://zionly.io/f6iugrV:=:https://www.monitor.co.ug/artsculture/Heart-to-Heart/When-he-mistreats-you--empower-yourself--fight-back/691230-5590424-xh3mo8z/index.html #MonitorUpdates",
68775,Sweden edduukiridde abakyala n’abaana #NTVNews,
68777,"Ba landiloodi e Kawempe boogedde, bagaala gavumenti ebalowooze ko #NTVNews",
68781,Minisita Anywar ayagala wabeewo kkooti z’obutonde #NTVN,
68785,Taking care of a newborn should be a shared responsibility https://zionly.io/PUIJnN2:=:https://www.monitor.co.ug/artsculture/Heart-to-Heart/Taking-care-newborn-should-be-shared-responsibility/691230-5590398-uifghiz/index.html #MonitorUpdates,
68786,EBIRAGIRO BABIGAANYE: Aba takisi baanukudde minisita wa Kampala #NTVNews,
68789,Government we're you?,
68793,"Wooww Horrible .. ..unexpected tlc tell all - OMG ... Crazy Stolen Truck Pursuit, Multiple Collisions! 05-2020 #amazingvideos",
68794,WELCOME TO THE LEGAL JUNGLE OF CANNIBALISM AND WITCHCRAFT UGANDA STYLE: Why Is It Very Common Now In Uganda For People To Eat One Another? WHAT REALLY HAPPENED TO UBUNTU? Or Is It A Curse And The End Of Uganda As We Know It? https://www.facebook.com/breakingnewsug/videos/741733176337188/,
68795,I once poured cold water on him https://zionly.io/u2wJGBF:=:https://www.monitor.co.ug/artsculture/Heart-to-Heart/I-once-poured-cold-water-on-him/691230-5590406-t06l0cz/index.html #MonitorUpdates,
68800,Africa,
68812,Infidelity can be prevented https://zionly.io/k7p6ucG:=:https://www.monitor.co.ug/artsculture/Heart-to-Heart/Infidelity-can-be-prevented/691230-5590410-1h2kkk/index.html #MonitorUpdates,
68818,That means police and army should also be suspended coz some sections of the public have also complained about them too🤔😐,
68833,Change minds,
68872,Political aspirants with original O and A'level certificates will not need further verification to contest in the coming 2021 elections. #NTVNews,
68875,This episode 24 won't go well with some people because it's heart breaking indeed #ugandaisamovie,
68877,THE FBI SHOULD ENSURE THERE ARE NO DETERGENTS IN COVID TRUMP'S BUNKER TONIGHT.,
68879,Taxi operators in Kampala have rejected a move by government to stop them from collecting fees. #NTVNews,
68883,"Few months after loosing her father, singer Leila Kayondo has lost her brother. May his soul Rest in Peace...🙏🏿",
68884,Episode 23 in #ugandaisamovie is all about logic,
68886,Make your car smarter with these gadgets https://zionly.io/mpctoeQ:=:https://www.monitor.co.ug/Business/Auto/Make-your-car-smarter-with-these-gadgets/688614-5590372-sp5t5a/index.html #MonitorUpdates,
68894,"National Environment Management Authority has insisted on the eviction of more than 1,000 households from Panda Pier, a slum in a wetland close to the shores Lake Victoria in Kampala's Luzira neighbourhood #NTVNews",
68914,"Why does my car show VSC, TRC ABS lights? https://zionly.io/nWZSSIp:=:https://www.monitor.co.ug/Business/Auto/Why-does-my-car-show-VSC--TRC-ABS-lights-/688614-5590368-12urp0p/index.html #MonitorUpdates",
68915,Many Ugandans have become increasingly dependent as a result of the restrictions put in place to combat COVID-19 over the last 3 months #NTVNews,
68919,WELCOME TO THE LEGAL JUNGLE OF MISSION 2021 REVOLUTION: People Power Should Proceed With The Scientific Elections With Caution In Order To Legitimize Our Military Intervention Strategy To Prevent Any Election Malpractice By M7 And His NRM? Tampering With The Election Process Remains The Main Trigger For The Military Action By The U.F.D.F. https://www.facebook.com/MAPMEDIYA/videos/808556233012203/?t=9,
68929,"AFRICA, ONE STEP FORWARD, TEN STEPS BACKWARDS.",
68936,How Kisenyi has evolved into an investors’ hub #NTVNews,
68946,Should cars with engine timing chain systems be avoided? https://zionly.io/Zh2Oe3D:=:https://www.monitor.co.ug/Business/Auto/Should-cars-with-engine-timing-chain-systems-be-avoided-/688614-5590362-oydh6d/index.html #MonitorUpdates,
68948,TRUMP IN MELTDOWN AS SUPREME COURT ORDERS HIM TO RELEASE HIS TAX RECORDS TO CRIMINAL PROSECUTORS RECORDS,
68961,"Environment State Minister, Beatrice Anywar has expressed concern at the large scale destruction in Bugoma Central Forest Reserve in Kikuube District #NTVNews",
68976,Byeyo...the prominent NRA plot uncovered of fraudulently getting COVID-19 funds from donors and NGOs. UGANDANS WAKE UP!!!,
68977,Ayii...😋😋🤣🤣🙌🙌 PHOTOS: Jam On Internet As Mbarara Woman MP Contestant Rhita Quintin Parades Her Sumbie And Juicy Thighs As Manifesto ,
68978,Ayii...😋😋🤣🤣🙌🙌 PHOTOS: Jam On Internet As Mbarara Woman MP Contestant Rhita Quintin Parades Her Sumbie And Juicy Thighs As Manifesto ,
68980,Tullabye ennaku,
68981,The Rav4 drives better on rough roads compared to Mazda cx-5 https://zionly.io/WbLFcqW:=:https://www.monitor.co.ug/Business/Auto/The-Rav4-drives-better-on-rough-roads-compared-to-Mazda-cx-5/688614-5590378-m03yeg/index.html #MonitorUpdates,
68982,Four People have been charged for the murder of Makerere University Student Emmanuel Tegu. #NTVNews,
68994,#StopForcesBrutality https://www.facebook.com/1785406811702301/posts/2688695818040058/?app=fbl,
68998,And tomorrow they will report that we haven't lost any person due to Covd19.…The execution of our people by LDU is becoming quite unbareable...Extra judicial killings that are conducted using guns which we bought to secure the life and property of us Ugandans...What gurantee do you have (who is reading this) ....that you will not be the LDU next victim.,
69003,Good evening... https://bit.ly/2VRYBzt,
69011,"With the Altezza, you can easily navigate sharp bends https://zionly.io/DM2ZCUB:=:https://www.monitor.co.ug/Business/Auto/With-the-Altezza--you-can-easily-navigate-sharp-bends/688614-5590386-rn735lz/index.html #MonitorUpdates",
69045,Fact check!,
69056,Uganda Police Force Uganda Defense Forces Yoweri Kaguta MuseveniMusoki BridgetMusoki Bridget,
69077,ENKAAYANA KU TTAKA: Abasulirira okusengulwa batabuddwa #NTVNews,
69082,Alipoota ku bya COVID-19 eraga abantu gye baddukira okuyambibwa #NTVNews,
69096,OBUBBI E LUWEERO: Kkamera za NIRA 7 ne kompyuta 8 bibbiddwa #NTVNews,
69102,EBIRAGIRO BABIGAANYE: Aba takisi baanukudde minisita wa Kampala #NTNews,
69108,Minisita Anywar ayagala wabeewo kkooti z’obutonde #NTVNews,
69113,http://ugandadecides.com/aspirant.php?profile=385,
69115,"Ba landiloodi e Kawempe boogedde, bagaala gavumenti ebalowooze ko #NTVNews",
69119,Sweden edduukiridde abakyala n’abaana #NTVNews,
69120,Great!!!!,
69121,Government earmarks Shs19b for Nwoya fruit factory https://zionly.io/0vqnDyR:=:https://www.monitor.co.ug/News/National/Government-earmarks-Shs19b-for-Nwoya-fruit-factory-/688334-5590498-pli4ayz/index.html #MonitorUpdates,
69122,OKWETEGEKERA LIIGI: FUFA etandise okusomesa kiraabu #NTVNews,
69131,https://youtu.be/kEcCvtXTnL4,
69186,This Song has made my day..!! => 👇 ,
69188,😷😷,
69215,Cooperative union gets Shs6b boost https://zionly.io/olbxyCR:=:https://www.monitor.co.ug/News/National/Cooperative-union-gets-Shs6b-boost/688334-5590480-l201oq/index.html #MonitorUpdates,
69237,"""Emmanuel Tegu appeared erratic and responded by throwing stones at an officer, who fired shots to scare him but he kept charging at him. The victim...then charged at 3 private security guards but was overpowered,"" - Police statement #NTVNews Read more 👉 https://zionly.io/4-charged-tegu:=:https://www.ntv.co.ug/news/national/Tegu-murder-suspects-charged/4522324-5590712-h40ca9/index.html",
69239,Ni gute umuntu ashobora kuronka uburambe mu kazi ataco arakora?? Hagati yo gukora udahembwa canke kwigumira muhira ataco ukora ni ikihe umuntu yokora?,
69256,Hello Uganda! Provide the list ASP!,
69257,"Mr. Yoweri Museveni, are you Okay? Are you still okay UPSTAIRS? If you are okay, then why are you taking Ugandans for granted? My advice to you Old Man is - STOP TAKING A PISS!!!!! Do not under-estimate the intelligence of Ugandan People!!!! And the Power that they can master, when they have had enough, to give you a good kicking. The Struggle Continues! ",
69259,"Mr. Yoweri Museveni, are you Okay? Are you still okay UPSTAIRS? If you are okay, then why are you taking Ugandans for granted? My advice to you Old Man is - STOP TAKING A PISS!!!!! Do not under-estimate the intelligence of Ugandan People!!!! And the Power that they can master, when they have had enough, to give you a good kicking. The Struggle Continues! ",
69263,ICYMI: The launch of the World Bank's 15th Uganda Economic Update with the focus on digital solutions in a time of crisis #NTVDialogue #DIgitizeUG #NTVNews,
69299,"4 suspects have been charged at LDC court with the murder of Emmanuel Tegu, a Makerere University student who died in hospital after being violently beaten on 27th June 2020 #NTVNews Read more 👉 https://zionly.io/4-charged-tegu:=:https://www.ntv.co.ug/news/national/Tegu-murder-suspects-charged/4522324-5590712-h40ca9/index.html",
69300,Bambi Ssekandi 🤣🤣🤣🤣🤣😂😂,
69301,Bambi Ssekandi 🤣🤣🤣🤣🤣😂😂,
69305,"NOWHERE TO RUN, NOWHERE TO HIDE FOR TRUMP.",
69309,Ugandan Celebrity Look alikes...😉🙌🏽😅 Which one is the Best Pair...??😂😂😂,
69325,Court to rule on bail application by suspects in sex video case https://bit.ly/3feRj0g:=:https://www.monitor.co.ug/News/National/Court-rule-bail-application-suspects-sex-video-case/688334-5590686-cl02wa/index.html #MonitorUpdates,
69338,We only build during day then wonder why the dog likes to eat our homework https://zionly.io/XUnvU3V:=:https://www.monitor.co.ug/OpEd/columnists/DanielKalinaki/We-only-build-during-day-wonder-why-dog-likes-eat-our-homework/878782-5590542-9uddjqz/index.html #MonitorUpdates,
69343,Great!!!,
69349,"The Uganda National Examinations Board has unveiled a plan to help aspiring political candidates, get through the electoral roadmap faster. #NTVNews",
69357,Ballot box looks like matooke harvest https://zionly.io/jB3WHZb:=:https://www.monitor.co.ug/OpEd/columnists/KaroliSsemogerere/Ballot-box-looks-like-matooke-harvest/878682-5590550-153w05rz/index.html #MonitorUpdates,
69360,Busiki MP Akamba in legal battle over defaming fellow legislator https://zionly.io/fBJSyLD:=:https://www.monitor.co.ug/News/National/Busiki-MP-Akamba-in-legal-battle-over-defaming-fellow-legislator/688334-5590680-vxa6rr/index.html #MonitorUpdates,
69369,"Landlords, tenants and local leaders in Kawempe division have put the government on notice that they will be petitioning the state over the need for a tax waiver on rental tax for residential houses. #NTVNews",
69388,Covid-19 as trigger for a stronger EU-Africa ties https://zionly.io/ja4sKIk:=:https://www.monitor.co.ug/OpEd/Commentary/Covid-19-as-trigger-for-a-stronger-EU-Africa-ties/689364-5590546-tredgjz/index.html #MonitorUpdates,
69389,The Electoral Commission (EC) of Uganda on June 16 launched a revised road map for the 2021 general elections. #NTVNews,
69392,"She urged the government to discuss further so that places of worship are open, saying, ""After all, Uganda's motto is, ""For God and my country."" #VisionUpdates https://newvisionapp.page.link/ZwW5XdrpicDDN2KC8:=:https://newvisionapp.com/1080",
69407,Speaker of parliament Rebecca has joined the call to urge the government to reopen places of worship with guidelines and standard operating procedures to stop the spread of COVID-19. #NTVNews,
69416,"Eeehh...🙆‍♂️🙆‍♂️ Uganda’s COVID-19 Cases Finally Hit 1,000 Mark ",
69417,Digital transformation in Uganda: Path to recovery https://zionly.io/IHGAggo:=:https://www.monitor.co.ug/OpEd/Commentary/Digital-transformation-in-Uganda--Path-to-recovery/689364-5590538-1auni0/index.html #MonitorUpdates,
69420,"Eeehh...🙆‍♂️🙆‍♂️ Uganda’s COVID-19 Cases Finally Hit 1,000 Mark ",
69425,Coalitions won’t work without reforms - Ssemwogerere #NTVNews,
69432,Interest rates war may get starting!,
69443,We don’t need MPs for the elderly https://zionly.io/UbfwdpP:=:https://www.monitor.co.ug/OpEd/Editorial/We-don-t-need-MPs-for-the-elderly/689360-5590556-14nchee/index.html #MonitorUpdates,
69456,#StopPoliceBrutality,
69457,Security rounds up judges over flouting curfew rules https://bit.ly/31WAp2F:=:https://www.monitor.co.ug/News/National/Security-judges-flouting-curfew-rules-Masalu-Musene/688334-5590566-3scgps/index.html #MonitorUpdates,
69459,#StopPoliceBrutality,
69460,Police at North Kyoga regional police headquarters in Lira District is investigating one of its officers following the death of a 65-year old man in Oyam District last week. #NTVNews,
69468,Cipla exports drugs worth Shs33.3b in three months https://zionly.io/C1kCnvY:=:https://www.monitor.co.ug/Business/Finance/Cipla-exports-drugs-worth-Shs33-3b-in-three-months/688608-5590524-io7sbqz/index.html #MonitorUpdates,
69471,https://www.facebook.com/109657110760948/posts/152609593132366/?app=fbl,
69475,Unity is all we ask for. Together we can,
69478,Farmers in Kayunga district will have some relief after the upgrading of the area dusty roads to tarmac. #NTVNews,
69484,"#Mutebile threatens #banks over persistently high lending rates, vows to set ceilings In the letter dated 7th July addressed to all bank CEO’s, Mutebile also indicated that if nothing is done, could invoke section 39 of Bank of Uganda act that gives the Central Bank powers......read more... http://newz.ug/mutebile-threatens-banks-over-persistently-high-lending-rates-vows-to-set-ceilings/",
69485,"The Uganda National Examinations Board has unveiled a plan to help aspiring political candidates, get through the electoral roadmap faster #NTVNews Read More 👉 https://zionly.io/UNEB-faster-plan:=:https://www.ntv.co.ug/news/national/UNEB-eases-academic-verification-for-2021-aspirants/4522324-5590596-g4k63c/index.html",
69489,2.5m counterfeit phones at risk of deactivation https://zionly.io/SdnMa5w:=:https://www.monitor.co.ug/Business/Finance/2-5m-counterfeit-phones-at-risk-of-deactivation-/688608-5590530-jd5ysb/index.html #MonitorUpdates,
69534,Give her a beautiful name in your language and share. https://bit.ly/2VRYBzt,
69536,WATCH VIDEO: This Is Why Benin Is Trending Number 1 On Ghana’s Twitter,
69561,We are soon getting to the real business. Just like and follow this page,
69565,"As Egypt, Ethiopia and Sudan struggle to resolve a long-running dispute over Addis Ababa's mega-dam project on the Nile, some of their citizens are sparring online over their rights to the mighty waterway #NTVNews Read More 👉 https://zionly.io/Nile-dam-fight:=:https://www.ntv.co.ug/news/international/Nile-dam-dispute-spills-onto-social-media/4522060-5590494-f1c1v9/index.html",
69569,"Uganda’s cumulative COVID-19 cases jump to 1,000 https://bit.ly/2WhVYar:=:https://www.monitor.co.ug/News/National/Ugandas-cumulative-COVID19-cases-1-000-Mwebesa/688334-5590508-3nfaw9/index.html #MonitorUpdates",
69580,"George Floyd said he couldn't breathe more than 20 times, called out for his children and late mother and said officers would ""kill"" him before he died in Minneapolis police custody, new evidence showed. #NTVNews Read 👇 👇",
69586,The entire Africa studied from here,
69592,"The man behind the killings, the torture and harassments of innocent Ugandans is Dictator Yoweri Museveni. He gives the orders and he authorizes the recruitment of these thugs called LDUs and empowers them with the powers to do his bidding. So our eyes and focus must remain on Museveni, his son Muhoozi and Museveni's brother Salim Saleh, who are the real masterminds behind the terrorism that has consumed our Motherland Uganda. Until Museveni is removed from State House these barbaric attacks on innocent citizens will continue. So our goal must be to liberate our country from the claws of the Museveni Dictatorship. The Struggle Continues!",
69595,"Finally they have hit the target of 1000 cases to justify COVID-19 theft budgets. Naye what happened to shs. 80bn masks, food and reading materials. 🤔 Now you know why Museveni will never risk going into open campaigns. He would be embarrassed badly.",
69606,This is Akothee from Kenya she is living large🤣🤣🤣🤣,
69611,"QUOTE: This is private footage. Use your means to get a copy. It's that simple and as an investigative journalist, try to dig deep and bring out the lies instead of lamenting here - Police Spokesperson Fred Enanga responded to a journalist who had asked about Police's orders to St Augustine Chapel not to release the footage. #NTVNews",
69615,COURT DOCUMENTS FILED AGAINST JEFFREY EPSTEIN AND DONALD TRUMP ALLEGING RAPE.,
69618,Government reopening terms not practical – private schools https://bit.ly/38D1QQo:=:https://www.monitor.co.ug/News/National/Government-reopening-term-practical-private-schools/688334-5590450-eycx4qz/index.html #MonitorUpdates,
69619,2021 polls: Opposition want ballot papers printed abroad https://bit.ly/2CfkgdQ:=:https://www.monitor.co.ug/News/National/2021-polls-Opposition-ballot-papers-printed-abroad-NRM/688334-5590444-2dg0gs/index.html #MonitorUpdates,
69620,Ivory Coast presidential candidate Coulibaly dies aged 61 https://bit.ly/2Zdaemu:=:https://www.monitor.co.ug/News/World/Ivory-Coast-presidential-candidate-Coulibaly-dies-Bakayoko/688340-5590466-12b0qyn/index.html #MonitorUpdates,
69623,"tHIS This is a super good platform for Political candidates in districts of Ibanda, Kamweengeenge, Kitagwenda, KbBuwheju, Kazo, Kiruhura..",
69627,Internal wars,
69630,NTV BIZ: The World Bank funded Skills Development Facility worth $21 Million dollars initially set to wind up by August has received an additional year's extension. #NTVNews,
69634,"Open An Account with Us today. Our Accounts offer convenience. For example, if you have a checking account, you can easily pay by check. Our Accounts are safe. Your money will be protected from theft and fires. ... It's an easy way to save money. ... Our Accounts are cheaper. ... Our Accounts can help you access credit. Please Visit our Nearest Branches for Assistance. Or Call +256 756429535/ +256 777373701",
69644,NTV BIZ: Uganda’s low risk to debt distress status may not help much with an estimated 50% of the revenue envelope going into servicing of the country’s growing debt of $12 billion dollars (46 trillion) to date. #NTVNews Click 👇 👇,
69656,A section of religious leaders has started a prayer and lamentation campaign to force the Government’s hand to have churches re-opened. #NTVNews,
69666,**Jose Chameleone yagezaako okutta abakozi bange babiri naye nga mbataasa. Era ku ssawa zino nemmala nfa mukimanye nti Chameleone yanzise** ,
69679,"NIRA offices vandalized, computers stolen https://bit.ly/3ehd6Tv:=:https://www.monitor.co.ug/News/National/NIRA-offices-vandalized-computers-stolen-Luweero/688334-5590382-11e8g98z/index.html #MonitorUpdates",
69684,The Uganda People's Congress says the 2021 general elections are likely to suffer credibility and integrity issues if no adjustments are made in the revised election roadmap. #NTVNews,
69696,"she is proud of her black beauty show her some love guys ,haaaaaa, mutulelekemu namwe, https://bit.ly/3ea73QP",
69697,Busia district has for a third day running failed to transfer a person confirmed to have tested positive for COVID-19 to a facility dedicated to the treatment of the infected. #NTVNews,
69699,Nile dam dispute spills onto social media https://bit.ly/3iElWhP:=:https://www.monitor.co.ug/News/World/Nile-dam-dispute-social-media-Egypt-Ethiopia-Sudan-/688340-5590346-u884nx/index.html #MonitorUpdates,
69703,https://mknewslink.com/minister-elioda-under-fire-as-opponent-kateshumbwa-stings-him/,
69706,"On Tuesday, the cabinet decided to add 5 seats in parliament for the elderly, there are concerns about the ultimate impact even as the decision now awaits final approval by parliament. #NTVNews",
69712,Jose and baur ,
69728,Jose and baur ,
69740,"ANYONE STILL THINKING THAT HE/SHE IS GOING TO WIN PRESIDENTIAL ELECTION IN 2021, READ WHAT THE REFEREE HAS SPOKEN OUT!!!",
